103	Norway considers giving mountain to Finland as 100th birthday present - Norwegian government considers shifting border to gift its Nordic neighbour a peak that would become its highest point	48713
104	Trump told Australian Prime Minister refugee agreement was the 'worst deal ever' and phone conversation was ‘worst call by far’ he had had with world leaders.	48644
105	"Putin praises Obama for admitting mistakes in Libya: ""Firstly, this fact confirms once again that the current US president is a decent person"""	48520
106	Every reference to the Great Barrier Reef removed from UN report on impact of climate change after ‘intervention’ from Australian government.	48484
107	North Korea Has Accidentally Enabled Outside Access to its Propaganda Websites	48469
108	Rex Tillerson: Secretary of State used fake name ‘Wayne Tracker’ to discuss climate change while Exxon Mobil CEO: Court filing comes in legal dispute in which Exxon seeks to derail probes into whether the company misled investors for years about the possible impact of global warming on its business	48301
109	Shots fired in Quebec City Mosque	48300
110	"Cook fired for ""stealing"" 50c worth of french fries from Burger King is awarded $46k settlement."	48284
111	U.S. Ambassador To UN Says No Lifting Of Russia Sanctions Until Crimea Returned	47801
112	Elon Musk says the solar roof that will be sold under a combined Tesla-SolarCity will likely cost less than a normal roof to install.	47754
113	Toys R Us yesterday opened its UK stores for a “quiet hour” designed to accommodate the needs of children with autism. Measures included dimmed fluorescent lighting and a ban on music and in-store announcements.	47504
114	After mass protests, Poland won't back total abortion ban	47406
115	Truck ploughs into Christmas market in Berlin, injuring several people – reports	47355
116	Reports of explosions at Brussels airport	47266
117	"""We Won't Block Pirate Bay,"" Swedish Telecoms Giant Says"	47019
118	Elephants trample poacher to death, another poacher seriously injured	46858
119	Canada this month took steps toward joining the United States in banning the sale of personal-hygiene products that contain tiny plastics known as microbeads.	46776
120	"The giant panda is no longer an endangered species, following decades of work by conservationists to save it. The official status of the much-loved animal has been changed from ""endangered"" to ""vulnerable"" because of a population rebound in China."	46719
121	Vancouver slaps $10,000 a year tax on empty homes. Lie about it and it’s $10,000 a day	46680
122	Six people who hid in a supermarket refrigerator during January's Islamist attacks in Paris have sued French media for broadcasting their location live during the siege	46432
123	The suspect in the deadly attack on a Quebec City mosque was known in the city’s activist circles as a right-wing troll who frequently took anti-foreigner and anti-feminist positions and stood up for U.S. President Donald Trump.	46306
124	Swedish kids to learn computer coding and how to spot fake news in primary school	46209
125	Explosion At Airport In Istanbul	46148
126	Australian high school students have created 3.7 grams of an active ingredient used in the medicine Daraprim for $20, which would sell in the United States for between $US35,000 and $US110,000.	46030
127	Petition asks US President, Congress, DoD not to bomb Tinian and Pagan islands for military training. The US Navy has plans to bomb these islands as part of a training exercise, obliterating their rare coral ecosystems, wildlife, and important historic artifacts.	46012
128	Scotland considers legally enshrining the 'right to food': '...it would mean the Government and other public bodies would have a duty to ensure everyone has secure access to adequate and affordable food.'	45798
129	China Tells Trump That Climate Change Is No Hoax It Invented	45540
130	Pope has urged having fewer children if “you cannot bring them up properly,” claims Vatican academy member	45510
131	Body count rises as new Philippines president calls for drug addicts to be killed	45474
132	A day without murder: no one is killed in El Salvador for first time in two years	45344
133	There will be a huge new 'Panama Papers' data dump on May 9th	45297
134	A man who sought asylum in the US more than two decades ago, graduated from the University at Buffalo and worked for the New York State Department of Transportation has just been elected president in his homeland of Somalia	45256
135	Leading Climate-Denier Harvard Scientist Caught Accepting Bribes from Fossil-Fuel Corporations as well as the Koch Brothers.	45214
136	Donald Trump 'to sign orders restricting refugee access and immigration from Muslim countries'	45146
137	"47 of the world's poorest countries are aiming to hit 100% renewable energy - ""The idea is ... to skip from pre-industrialisation to renewables, avoiding the 'messy part' in the middle where a need for more energy to support economic growth spurs fossil fuel use to dangerously high levels."""	44989
138	Iceland's capital Reykjavik to switch off street lights tonight due to a forecast of unusually magnificent northern lights	44965
139	Taiwan set to legalize same-sex marriages, a first in Asia	44896
140	Jordan has a population of 6 million, but have taken in 1.5 million refugees. All with little protest or mass global coverage.	44779
141	"US sanctions Iran after missile test, But Iran has said it will not yield to ""useless"" American threats from ""an inexperienced person""."	44540
142	US funding for Great Lakes cleanup could be slashed by 97%, leaked document shows	44440
143	London breaches annual air pollution limit for 2017 in just five days | Environment	44420
144	German footballer Mesut Ozil donated his €300,000 World Cup victory bonus to pay for surgery of 23 children in Brazil	44351
145	In a bid to stop the killing of elephants for their tusks, world governments voted at a major conservation conference to urge the closure of all domestic ivory markets. After fierce debate -- including opposition from governments like Namibia and Japan -- the motion was adopted.	44346
146	Solar was the cheapest source of electricity in 2016, and it will further undercut fossil fuels in 2017	44214
147	Iraqis Use 9/11 Bill to Demand Compensation from US for 2003 Invasion	44147
148	"The UN just declared antibiotic resistance “the greatest and most urgent global risk""."	44126
149	French president pardons woman convicted of killing her husband after he abused her and their children for 47 years.	44055
150	After almost 18 years of circling Earth, the International Space Station completed its 100,000th orbit on Monday.	44019
151	President Donald Trump personally approved a US commando raid in Yemen that left one elite serviceman dead and may have killed an eight-year-old American girl, the US military has told the Guardian.	43979
152	President Obama commutes the majority of Chelsea Manning’s prison sentence	43903
153	More than 100,000 students in Bangladesh protest against rise of Islamic extremism	43831
154	Two-thirds of Britons believe Trump is 'threat to international stability'	43799
155	A judge who asked an alleged rape victim why she “couldn’t keep her knees together” is facing a public hearing to keep his job in Canada	43791
156	Trump Calls NATO Obsolete and Dismisses EU in German Interview	43787
157	A 117-year-old woman in Mexico City finally received her birth certificate, and died a few hours later. Trinidad Alvarez Lira had waited years for proof that she had been born in 1898.	43754
158	US Defence Secretary James Mattis says climate change is already destabilising the world	43663
159	Trump Reverses Pledge To Mandate U.S. Steel For Keystone Pipeline. A Direct Beneficiary Is A Russian Oligarch With Close Ties To Vladimir Putin	43576
160	Doctors in Denmark want to ban circumcision for under-18s	43530
161	EU reaches mobile roaming deal that will allow EU citizens to use their mobile phones throughout every EU country without paying roaming fees	43468
162	2 Chinese poachers jailed 30 yrs for slaughtering 226 elephants	43351
163	Elon Musk plans to get humans to Mars in six years: SpaceX founder tells meeting of astronautical experts that his only purpose is to ‘make life interplanetary’, revealing plans for reusable ship to Mars	43289
164	Russia has warned North Korea that threats to deliver “preventive nuclear strikes” could create a legal basis for the use of military force against the country	43155
165	German arms manufacturer giant Heckler & Koch to stop doing deals with undemocratic countries or countries not under NATO-influence, ruling out deals with countries such as Saudi Arabia and Turkey	43047
166	Video showing 'London Muslims celebrating terror attacks' is fake. The footage actually shows British Pakistanis celebrating a cricket victory in 2009.	43046
167	"The president of the Philippines Rodrigo Duterte should be investigated for murder after boasting he ""personally"" killed three suspected criminals, a top United Nations official said."	43042
168	UN denounces Trump's travel ban as 'mean-spirited' and illegal under human rights law - 'Discrimination on nationality alone is forbidden under human rights law'	42830
169	Pope: It's 'terrible' kids taught they can choose gender	42784
170	Edward Snowden Mocks Cameron For Sudden Interest In Privacy After Panama Papers Leak	42746
171	Brazil's Supreme Court has banned corporate contributions to political campaigns and parties	42664
172	Canada to become first G7 nation to legalize marijuana: government	42663
173	Adidas shoe manufacture returns to Germany, fully automated instead of relying on human labour in Asia	42651
174	UK: New drivers who are caught using a phone at the wheel will lose their licence under new legislation that comes into force today.	42648
175	German parliament legalises cannabis for medical consumption	42622
176	Shots fired at Parliament in Canada	42511
177	Nightclubs to offer free drug-testing booths to check purity of cocaine and MDMA	42392
178	Swedish military and foreign-affairs officials have said they know nothing about a man who appeared on Fox News in the US billed as a “Swedish defence and national security advisor”.	42366
179	Mexico's 'avengers' backed by public sick of crime and lack of punishment: A wave of vigilante killings – such as the bus passenger who shot four robbers – has struck a chord with Mexicans fed up with crime, corruption and impunity	42133
180	China introduces progressive sex ed curriculum, includes pro LGBTQ+ comments and gender equality.	41893
181	It's now illegal in England and Wales to smoke in cars with kids inside	41890
182	Both of Istanbul's Bosphorus bridges are closed	41860
183	"Drug lord Joaquin ""El Chapo"" Guzman has been extradited from Mexico to the United States, foreign ministry says"	41791
184	Germany recognizes the Armenian Genocide	41787
185	"Pope Francis said Monday that ""many powerful people don't want peace because they live off war"". ""Some powerful people make their living with the production of arms. It's the industry of death""."	41766
186	"British govt poo-poos winning 'Boaty McBoatface' name for ship - After Internet users overwhelmingly voted to christen Britain's new $300 million research ship ""Boaty McBoatface"" in an online naming poll, a govt official suggests the name won't be used."	41760
187	France Drops 20 Bombs On IS Stronghold Raqqa	41634
188	Russia tells White House it will not return Crimea to Ukraine	41546
189	Pope tells women to feel free to breastfeed in church	41458
190	Speedo USA Drops Sponsorship of Ryan Lochte Amid Scandal, donates Lochte's $50k fee to children in Brazil	41375
191	MP Jo Cox dead after shooting attack	41364
192	Berlin mayor to Donald Trump: 'Don't build this wall'	41363
193	Peru's President Tells Trump He Prefers 'Bridges to Walls'	41310
194	'Shots fired' in Munich shopping centre	41245
195	Costa Rica celebrates 113 days of 100-percent renewable energy (and counting)	41221
196	Donald Trump state visit: MPs of all parties demand 'disgusting' US President's trip be cancelled | Debate in Westminster Hall triggered after a petition to block state visit reaches almost two million signatories	41212
197	"""Copyright is not a divine right"" - Indian court rules in favour of photocopying college textbooks."	41100
198	Canadian Prime Minister's office asks Fox News to retract 'misleading' tweet about Quebec mosque shooting	41031
199	‘Alan Turing law’ unveiled by government will posthumously pardon thousands of gay men convicted of historic offences: The Enigma codebreaker's great neice says Government decision is 'absolutely tremendous'	41019
200	Iraq to hang 36 ISIS fighters for massacre of 1,700 captives who were told they were going home	40988
201	Mikhail Gorbachev: 'It All Looks As If the World Is Preparing for War'	40945
202	Russian soldier surrounded by ISIS calls in airstrikes on himself	40910
203	$122 Million in Cash Found in Apartment Belonging to Acting Head of Russia's Anti-Corruption Agency	40808
204	Police were called when a protest erupted at a school in North Yorkshire after students were limited to two toilet breaks a day.	40753
205	Switzerland Votes to Keep Nuclear	40537
206	Malaysian Plane crashes over the Ukraine	40522
207	Donald Trump says he wants to expand US nuclear arsenal, make it 'top of the pack'	40503
208	"A gay couple has been detained by Moscow police in Russia after leaving flowers and a sign with ""Love wins"" written on it outside the US embassy. Russian law bans protests over gay rights, and LGBT people in the country suffer severe discrimination and homophobia."	40492
209	China wants to give all of its citizens a score – and their rating could affect every area of their lives: The Communist Party wants to encourage good behaviour by marking all its people using online data. Those who fall short will be denied basic freedoms like loans or travel	40465
210	"Apple co-founder Steve Wozniak says the NSA whistleblower “gave up his own life . . . to help the rest of us""."	40397
211	King of Sweden stresses need for ‘serious’ media and source checking after Donald Trump’s immigration claims	40397
212	Russia challenges US to prove election hacking claims or shut up	40318
213	Slovenia adds water to constitution as fundamental right for all	40269
214	Police will be deployed to a village in Mexico after an invitation to a girl's birthday party went viral and 1.2 million people said they would attend.	40250
215	Norway pledges $10 million to counter Trump's global anti-abortion move	40210
216	France has become the first country in the world to ban supermarkets from throwing away or destroying unsold food, forcing them instead to donate it to charities and food banks.	40115
217	Huge explosion reported in Chinese port city of Tianjin	40011
218	"Saudi prince to give away $32bn. He said he had been inspired by the Gates Foundation, set up by Bill and Melinda Gates in 1997. The money would be used to ""foster cultural understanding"", ""empower women"", and ""provide vital disaster relief"", among other things, he said."	39905
219	India sues Nestle for nearly $100m because lead shouldn't be in noodles.	39844
220	'Many wounded' in Istanbul nightclub attack	39778
221	Isis to be cut off from rest of world 'within hours' as Turkish-backed rebels close in	39716
222	Egyptian state media claims 9/11 was carried out by West to justify war on terror	39658
223	CCTV captures the moment 'an election official stuffs a pile of voting papers in to a ballot box' in Russia as Putin's party sweeps to victory amid claims of vote-rigging	39648
224	Declassified documents detail 9/11 commission's inquiry into Saudi Arabia, Chilling story of the Saudi diplomat who, many on the commission’s staff believed, had been a ringleader of a Saudi government spy network inside the US that gave support to at least two of the 9/11 hijackers	39649
225	David Cameron personally intervened to prevent tax crackdown on offshore trusts	39588
226	SpaceX successfully lands its rocket on a floating drone ship for the first time	39448
227	Saudi women file petition to end male guardianship system - BBC News	39412
228	Exclusive - Trump border 'wall' to cost $21.6 billion, take 3.5 years to build: Homeland Security internal report	39361
229	Beijing has issued its first ever ‘Red Alert’ over smog, and the city is going into complete shutdown	39357
230	German government agrees to ban fracking indefinitely	39314
231	Airstrike destroys Doctors Without Borders hospital in Aleppo, killing staff and patients	39294
232	Swedish embassy offers to 'inform' Donald Trump on country's immigration and integration policies	39280
233	A Chinese billionaire may have hidden 6% of the world's aluminum in the Mexican desert	39230
234	Pope says Church should ask forgiveness from gays for past treatment	39176
235	NASA has completed the $8.7 billion James Webb space telescope - Hubble's successor is ready for testing ahead of the October, 2018 launch - It's equipped with a 21-foot, gold-coated mirror array that can collect seven times more light than Hubble and scan the infrared spectrum to see through dust.	39100
236	Wikipedia bans the Daily Mail as a source for being 'unreliable'	39085
237	The solar system appears to have a new ninth planet. Today, two scientists announced evidence that a body nearly the size of Neptune—but as yet unseen—orbits the sun every 15,000 years.	39053
238	China declares war on ISIS after terrorists 'execute Chinese hostage'	39039
239	France warns Belgium not to print €2 coin commemorating French defeat at Waterloo, so Belgium prints it on a €2.50 coin instead	38668
240	Ontario parents who object to vaccines could be forced to take a class in science of immunization.	38648
241	Eating Endangered Species Is Now Illegal In China	38646
242	Scientists have identified that mysterious, metallic sound coming from the Mariana Trench - According to a new study, the eerie 3.5-second recording that was picked up by an autonomous vehicle deep in the Mariana Trench is a new type of baleen whale call that no one has ever heard before	38603
243	Swiss politician says hijab should be banned from passports - claims it is 'unequal treatment' that headscarves are allowed in passport photos while headbands and caps are not	38603
244	Donald Trump confuses French translators with mixed-up speeches: 'Trump’s vocabulary is limited, his syntax is broken; he repeats the same phrases over and over'	38600
245	Italy passes law to encourage all supermarkets to give unsold food to needy: 'The food currently wasted in Europe could feed 200 million people,' says the UN Food and Agricultural	38578
246	Women burn burqas, men cut beards as Syrian town celebrates IS ouster	38493
247	Donald Trump appears to invent Sweden terror attack during Florida rally speech	38458
248	In hurry-up mode while Obama is president, 60 nations have agreed to global climate accord	38414
249	NASA discovers another Earth like planet in the Milky Way galaxy - Planet Kepler-452b, the first near-Earth-size world to be found in the habitable zone of star that is similar to our sun.	38273
250	Canada's highest court upholds ruling that Donald Trump did mislead investors	38268
251	Bing translates “Daesh” as “Saudi Arabia”, angers entire Kingdom	38196
252	Yahoo discloses hack of 1 billion accounts	38193
253	An Iraqi man, Naijh Al-Baldawi hugs ISIS suicide bomber absorbing the blast. Saving the targeted shine and countless lives.	38151
254	Malaria vaccine discovered	38073
255	Jeremy Corbyn calls for Donald Trump to be banned from UK visit until Muslim ban is lifted	38063
256	Thousands of Russians packed streets in Moscow on Sunday to mark the second anniversary of Putin critic Boris Nemtsov's death. Nemtsov, 55, was shot in the back while walking with his Ukrainian girlfriend in central Moscow on February 28, 2015.	38056
257	EgyptAir Flight MS804 disappears from radar during Paris-Cairo flight	38025
258	Worst-ever coral bleaching event goes into unprecedented 4th year: Sea surface temperatures are so high that Australia divers are already reporting new bleaching in the part of the Great Barrier Reef where last yr 1/2 of corals died.	37995
259	German politicians approve new law making it illegal to have sex with prostitutes without a condom	37993
260	German Vice Chancellor Gabriel:'Saudi Arabia must stop financing Wahabi Mosques throughout the world. They are a breeding ground of Terrorism. In Germany many extremists considered dangerous persons emerge from these communities. I say to them that the time of looking the other way is over.'	37927
261	Chinese foreign minister: In a fight between China and the US 'both sides will lose and both sides cannot afford that'	37872
262	Obama cancels meeting with new Philippine President Duterte	37819
263	Paris attacks: The eight terror suspects named so far are not refugees and all have EU passports	37794
264	UAE's Sheikh Mohammed fills his private plane with $354,000 of supplies and sends to Haiti	37769
265	Quebec Judge issues $1 fine for possessing 30 cannabis plants, calls marijuana laws obsolete	37733
266	Teen girl sent by Boko Haram rips off suicide vest, refuses to bomb refugee camp	37670
267	China censors Panama Papers online discussion	37647
268	The richest 1% of Indians now own 58.4% of wealth	37570
269	Pharmaceuticals CEO who raised HIV drug price by 5,000% 'also hiked cost of pill taken by children with incurable kidney disease'	37527
270	British neo-nazi group 'to be classed as terror organisation and banned' in unprecedented move	37487
271	Canada Legalizes Physician-Assisted Dying	37442
272	Russian ambassador to Ankara Andrey Karlov attacked by unidentified gunmen	37421
273	The US state department has instructed New York City's chief medical examiner not to disclose the cause of death of Russia's ambassador to the United Nations	37422
274	We just broke the record for hottest year, 9 straight times | Earth’s record hottest 12 consecutive months were set in each month ending in September 2015 through May 2016	37327
275	Immigrants should be made to learn English on arrival to help integration in UK, parliamentary report finds	37324
276	"Britain just passed the ""most extreme surveillance law ever passed in a democracy"""	37308
277	Russia has secretly deployed a cruise missile that violates an arms treaty: NYT report	37126
278	Sepp Blatter resigns. Calls for new election.	37020
279	Trump administration 'had a secret plan to lift Russian sanctions' and cede Ukraine territory to Moscow	36935
280	Australian nurses who spread anti-vaccination messages face prosecution	36919
281	South Korean President Park Geun-hye has called on North Koreans to abandon their country and defect, just a day after a soldier walked across the heavily fortified border into the South	36840
282	Entire internet history of UK citizens to be viewable by government bodies including police, tax agencies, pensions body, and Food Standards Agency within weeks	36813
283	The largest strike in human history is taking place in India. 180 million members of large unions are protesting against privitization.	36757
284	Justin Trudeau has officially ordered Canada's Justice Minister to start the weed legalization process	36667
285	"A leading member of a group advising Pope Francis on how to root out sex abuse in the Catholic Church quit in frustration on Wednesday, citing ""shameful"" resistance within the Vatican."	36432
286	"France will press its G7 partners this month to launch an ""irreversible"" process to control the prices of new medicines, part of a global drive to make life-saving drugs more affordable"	36426
287	David Cameron admits he did have a stake in father Ian Cameron's offshore investment fund	36391
288	Saudi Arabia has told the Obama administration that it will sell off hundreds of billions of dollars’ worth of American assets held by the kingdom if Congress passes a bill that would allow the Saudi government to be held responsible in American courts for any role in the Sept. 11, 2001, attacks.	36388
289	Rio Olympics: US swimmer Ryan Lochte and three others robbed - BBC News	36290
290	Cocaine with a street value of up to 50 million euros (£42m) has been discovered at a Coca-Cola plant in France.	36251
291	North Korean leader Kim Jong-un's half-brother killed in Malaysia, say reports	36237
292	CIA says Russia intervened to help Trump win White House: Washington Post	36227
293	White House reverses travel ban on green card holders	36138
294	At least 83 killed, 176 wounded in separate bombings across Baghdad	36113
295	UN: “We are well on our way to the sixth global extinction of species in the history of the planet, and States are still failing to halt the main drivers of biodiversity loss, including habitat destruction, poaching and climate change.”	36112
